"uniqueID","stream","site_type","date_MI_sampling","identified_taxa","lowest_level_identified","phylum","subphylum","class","order","family","tribe_subfamily","genus","species","number_of_kicks","abundance_absolut"
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,4
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Rhyacophila obliterata","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila obliterata",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Rhyacophila tristis","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Rhyacophilidae",NA,"Rhyacophila","Rhyacophila tristis",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,3
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,1
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,6
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,1
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,10
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,15
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,4
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,34
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,2
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Scleroprocta sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Limoniidae",NA,"Scleroprocta",NA,5,1
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,50
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,8
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,26
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,55
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,233
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,29
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,12
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,4
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,15
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,17
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,20
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,1
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Sericostoma personatum group","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Sericostomatidae",NA,"Sericostoma","Sericostoma personatum",5,32
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Silo pallipes","S","Arthropoda","Hexapoda","Insecta","Trichoptera","Goeridae",NA,"Silo","Silo pallipes",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,189
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,3
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,5
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,62
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,10,17
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,51
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,9
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,9
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,23
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,121
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,375
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,253
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,2
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,2
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,4
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Simulium sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Simuliidae","Simuliini","Simulium",NA,5,9
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,1
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Hydrophilidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophiloidae or Hydraenidae",NA,NA,NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,1
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,5,3
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Tabanidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae",NA,NA,NA,5,1
