"group","family","genus","taxa_link","Rang","sensitivity","generation_time","refuge","exposition"
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira mirabilis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira mithi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira pirisinui","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira sagittifera","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira simplex","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira spinosella","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira tampererensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira tenuella","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira tristella","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Oxyethira","Oxyethira unidentata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia alpina","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia atra","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia bademli","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia beatensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia caspersi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia cermikensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia eatoniella","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia ericae","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia fethiyensis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia freyi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia furcata","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia fuscicornis","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia gomerina","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia intermedia","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia jacquemarti","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia kimminsi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia lekoban","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia livadia","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia maclachlani","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia malacantosa","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia marlieri","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia moselyi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia nybomi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia seki","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia storai","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia urania","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobia","Stactobia wimmeri","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobiella","Stactobiella celtikci","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobiella","Stactobiella risi","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Stactobiella","Stactobiella sp.","genus",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Tricholeiochiton","Tricholeiochiton fagesii","species",-0.06,0.5,1,1
"Trichoptera","Hydroptilidae","Tricholeiochiton","Tricholeiochiton sp.","genus",-0.06,0.5,1,1
"Trichoptera","Lepidostomatidae","Crunoecia","Crunoecia bosniaca","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Crunoecia","Crunoecia fortuna","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Crunoecia","Crunoecia irrorata ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Crunoecia","Crunoecia kempnyi","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Crunoecia","Crunoecia monospina","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Crunoecia","Crunoecia sp.","genus",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Dinarthrum","Dinarthrum chaldyrense","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Dinarthrum","Dinarthrum iranicum","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Dinarthrum","Dinarthrum longiplicatum","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Dinarthrum","Dinarthrum mesoplicatum","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Dinarthrum","Dinarthrum sp.","genus",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma basale","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma batumicum","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma belkisae","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma doehleri","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma hirtum","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma holzschuhi","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma olimpensis","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma sp.","genus",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma tenerifensis","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostomatidae","Lepidostomatidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Lepidostomatinae","Lepidostomatinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Martynomyia","Martynomyia ayderensis","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Martynomyia","Martynomyia martynovi","species",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Martynomyia","Martynomyia sp.","genus",-0.06,1,1,1
"Trichoptera","Lepidostomatidae","Martynomyia","Martynomyia tripartita","species",-0.06,1,1,1
"Trichoptera","Leptoceridae","Leptoceridae","Leptoceridae Gen. sp.","family",-0.06,1,0,1
"Trichoptera","Limnephilidae","Anabolia","Anabolia nervosa","species",-0.06,1,0,0
"Trichoptera","Limnephilidae","Glyphotaelius","Glyphotaelius pellucidus","species",-0.06,1,1,0
"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia","species",-0.06,1,0,1
"Trichoptera","Limnephilidae","Limnephilidae","Limnephilidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Limnephilidae","Limnephilus","Limnephilus auricula","species",-0.06,0.5,1,0
"Trichoptera","Limnephilidae","Limnephilus","Limnephilus incisus","species",-0.06,1,1,0
"Trichoptera","Limnephilidae","Micropterna","Micropterna lateralis","species",-0.06,1,1,0
"Trichoptera","Limnephilidae","Micropterna","Micropterna sequax","species",-0.06,1,1,0
"Trichoptera","Molannidae","Molanna","Molanna albicans","species",-0.06,1,1,1
"Trichoptera","Molannidae","Molanna","Molanna angustata","species",-0.06,1,1,1
"Trichoptera","Molannidae","Molanna","Molanna moesta","species",-0.06,1,1,1
"Trichoptera","Molannidae","Molanna","Molanna nigra","species",-0.06,1,1,1
"Trichoptera","Molannidae","Molanna","Molanna sp.","genus",-0.06,1,1,1
"Trichoptera","Molannidae","Molanna","Molanna submarginalis","species",-0.06,1,1,1
"Trichoptera","Molannidae","Molannidae","Molannidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Molannidae","Molannodes","Molannodes sp.","genus",-0.06,1,1,1
"Trichoptera","Molannidae","Molannodes","Molannodes tinctus","species",-0.06,1,1,1
"Trichoptera","Odontoceridae","Odontoceridae","Odontoceridae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Odontoceridae","Odontocerinae","Odontocerinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Odontoceridae","Odontocerum","Odontocerum albicorne","species",-0.06,1,1,1
"Trichoptera","Odontoceridae","Odontocerum","Odontocerum hellenicum","species",-0.06,1,1,1
"Trichoptera","Odontoceridae","Odontocerum","Odontocerum lusitanicum","species",-0.06,1,1,1
"Trichoptera","Odontoceridae","Odontocerum","Odontocerum sp.","genus",-0.06,1,1,1
"Trichoptera","Philopotamidae","Chimarra","Chimarra marginata","species",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Chimarra","Chimarra sp.","genus",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Chimarrinae","Chimarrinae Gen. sp.","genus",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes ornata","species",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes sp.","genus",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Philopotamidae","Philopotamidae Gen. sp.","family",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Philopotaminae","Philopotaminae Gen. sp.","genus",-0.06,1.12,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus achemenus","species",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus corsicanus","species",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus liguricus","species",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus ludificatus","species",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus montanus ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus sp.","genus",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus tenuis","species",-0.06,1,1,1
"Trichoptera","Philopotamidae","Philopotamus","Philopotamus variegatus ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia arriba","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia artillac","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia asterusia","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia balcanica","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia beaumonti","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia bulgarica","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia cantabrica","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia charalambi","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia copiosa ssp.","subspecies",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia corvina","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia dizkiran","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia echinata","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia gardensis","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia hemsinensis","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia ikizdere","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia joosti","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia kakopetros","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia khourmai","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia kimminsi","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia langohri","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia lusitanica","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia mediana ssp.","subspecies",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia moselyi","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia occipitalis ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia pulla ssp.","subspecies",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia saldetica","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia sp.","genus",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia subnigra","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia tagananana","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia triangulifera","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia vargai","species",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia variegata ssp.","subspecies",-0.06,1.25,1,1
"Trichoptera","Philopotamidae","Wormaldia","Wormaldia yavuzi","species",-0.06,1.25,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia crassicornis","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia czerskii","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia obsoleta","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia obsoleta/varia","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia pagetana","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia picta","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia principalis","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia sahlbergi","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Agrypnia","Agrypnia varia","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Hagenella","Hagenella clathrata","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Hagenella","Hagenella sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Holostomis","Holostomis atrata","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Holostomis","Holostomis phalaenoides","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Holostomis","Holostomis sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Oligostomis","Oligostomis reticulata","species",-0.06,1,1,0
"Trichoptera","Phryganeidae","Oligostomis","Oligostomis sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Oligotricha","Oligotricha lapponica","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Oligotricha","Oligotricha sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Oligotricha","Oligotricha striata","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea","Phryganea bipunctata","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea","Phryganea bipunctata/grandis","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea","Phryganea grandis ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea","Phryganea ochrida","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea","Phryganea rotundata","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea","Phryganea sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganea-Gr.","Phryganea-Gr. Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganeidae","Phryganeidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Phryganeidae","Phryganeinae","Phryganeinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Semblis","Semblis atrata","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Semblis","Semblis sp.","genus",-0.06,1,1,1
"Trichoptera","Phryganeidae","Trichostegia","Trichostegia minor","species",-0.06,1,1,1
"Trichoptera","Phryganeidae","Trichostegia","Trichostegia sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus cintranus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus crenaticornis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus fennicus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus flavidus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus insolutus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus monserrati","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Cyrnus","Cyrnus trimaculatus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Holocentropus","Holocentropus dubius","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Holocentropus","Holocentropus insignis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Holocentropus","Holocentropus picicornis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Holocentropus","Holocentropus sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Holocentropus","Holocentropus stagnalis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Holocentropus","Holocentropus varangensis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Neureclipsis","Neureclipsis bimaculata","species",-0.06,1.5,1,1
"Trichoptera","Polycentropodidae","Neureclipsis","Neureclipsis sp.","genus",-0.06,1.5,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia abraracoucix","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia alicatai","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia appennina","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia brevis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia conjuncta","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia conspersa ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia geniculata ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia inflata","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia intermedia","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia kisbelai","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia kydon","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia laetabilis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia latissima","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia limosa","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia minima","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia mojkovacensis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia praestans","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia renetta","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia rizeiensis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia scruposa","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia smiljae","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Plectrocnemia","Plectrocnemia sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropodidae","Polycentropodidae Gen. sp.","family",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropodinae","Polycentropodinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus armeniacus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus cianficconiae","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus corniger","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus corsicus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus devetaki","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus divergens","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus excisus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus flavomaculatus ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus flavostictus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus francavillensis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus ichnusa","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus ierapetra ssp.","subspecies",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus intricatus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus irroratus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus kingi","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus malickyi","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus mazdakus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus milikuri","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus morettii","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus mortoni","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus pirisinui","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus radaukles","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus schmidi","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus segregatus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus telifer","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus tenerifensis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus terrai","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Polycentropus","Polycentropus yuecelcaglari","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Pseudoneureclipsinae","Pseudoneureclipsinae Gen. sp.","genus",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Pseudoneureclipsis","Pseudoneureclipsis graograman","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Pseudoneureclipsis","Pseudoneureclipsis gudulensis","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Pseudoneureclipsis","Pseudoneureclipsis lusitanicus","species",-0.06,1,1,1
"Trichoptera","Polycentropodidae","Pseudoneureclipsis","Pseudoneureclipsis sp.","genus",-0.06,1,1,1
"Trichoptera","Psychomyiidae","Lype","Lype auripilis","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Lype","Lype phaeopa","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Lype","Lype reducta","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Lype","Lype sp.","genus",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Paduniella","Paduniella sp.","genus",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Paduniella","Paduniella uralensis","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Paduniella","Paduniella vandeli","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Paduniellinae","Paduniellinae Gen. sp.","genus",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia ctenophora","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia dadayensis","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia fragilis","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia klapaleki","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia mengenensis","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia minima","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia pusilla","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia sp.","genus",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyiidae","Psychomyiidae Gen. sp.","family",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyiidae (incl. Ecnomidae)","Psychomyiidae (incl. Ecnomidae) Gen. sp.","family",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Psychomyiinae","Psychomyiinae Gen. sp.","genus",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes adjarica","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes agaricinus","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes alepochori","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes algiricus ssp.","subspecies",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes aligi","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes amtkela","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes anemoessa","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes antonioi","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes apuanorum","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes aravil","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes archilochos","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes arcuatus","species",-0.06,0.5,1,1
"Trichoptera","Psychomyiidae","Tinodes","Tinodes aspoeckae","species",-0.06,0.5,1,1
